instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp_daily,atemp_daily,hum_daily,windspeed_daily,casual_daily,registered_daily,cnt_daily,day_name,year_month,casual_hourly,registered_hourly,cnt_hourly,temp_hourly,atemp_hourly,hum_hourly,windspeed_hourly
372,2012-01-07,1,1,1,0,6,0,1,0.393333,0.390779,0.531667,0.174758,1070.0,3451.0,4521.0,Saturday,2012-01,1070,3451.0,4521.0,0.3933333333333333,0.3907791666666667,0.5316666666666666,0.17475833333333335
373,2012-01-08,1,1,1,0,0,0,1,0.3375,0.340258,0.465,0.191542,599.0,2826.0,3425.0,Sunday,2012-01,599,2826.0,3425.0,0.33749999999999997,0.34025833333333333,0.465,0.19154166666666664
374,2012-01-09,1,1,1,0,1,1,2,0.224167,0.247479,0.701667,0.0989,106.0,2270.0,2376.0,Monday,2012-01,106,2270.0,2376.0,0.22416666666666665,0.24747916666666667,0.7016666666666667,0.0989
375,2012-01-10,1,1,1,0,2,1,1,0.308696,0.318826,0.646522,0.187552,173.0,3425.0,3598.0,Tuesday,2012-01,173,3425.0,3598.0,0.30869565217391304,0.31882608695652176,0.6465217391304349,0.18755217391304346
376,2012-01-11,1,1,1,0,3,1,2,0.274167,0.282821,0.8475,0.131221,92.0,2085.0,2177.0,Wednesday,2012-01,92,2085.0,2177.0,0.27416666666666667,0.28282083333333335,0.8475,0.13122083333333334
377,2012-01-12,1,1,1,0,4,1,2,0.3825,0.381938,0.802917,0.180967,269.0,3828.0,4097.0,Thursday,2012-01,269,3828.0,4097.0,0.3825,0.3819375,0.8029166666666666,0.1809666666666667
378,2012-01-13,1,1,1,0,5,1,1,0.274167,0.249362,0.5075,0.378108,174.0,3040.0,3214.0,Friday,2012-01,174,3040.0,3214.0,0.27416666666666667,0.24936250000000001,0.5075,0.3781083333333333
379,2012-01-14,1,1,1,0,6,0,1,0.18,0.183087,0.4575,0.187183,333.0,2160.0,2493.0,Saturday,2012-01,333,2160.0,2493.0,0.18000000000000002,0.1830875,0.4575,0.18718333333333334
380,2012-01-15,1,1,1,0,0,0,1,0.166667,0.161625,0.419167,0.251258,284.0,2027.0,2311.0,Sunday,2012-01,284,2027.0,2311.0,0.16666666666666666,0.161625,0.4191666666666667,0.2512583333333333
381,2012-01-16,1,1,1,1,1,0,1,0.19,0.190663,0.5225,0.231358,217.0,2081.0,2298.0,Monday,2012-01,217,2081.0,2298.0,0.19000000000000003,0.19066249999999998,0.5225,0.23135833333333333
382,2012-01-17,1,1,1,0,2,1,2,0.373043,0.364278,0.716087,0.34913,127.0,2808.0,2935.0,Tuesday,2012-01,127,2808.0,2935.0,0.3730434782608696,0.36427826086956516,0.716086956521739,0.3491304347826087
383,2012-01-18,1,1,1,0,3,1,1,0.303333,0.275254,0.443333,0.415429,109.0,3267.0,3376.0,Wednesday,2012-01,109,3267.0,3377.0,0.30333333333333334,0.27525416666666663,0.44333333333333336,0.4154291666666667
384,2012-01-19,1,1,1,0,4,1,1,0.19,0.190038,0.4975,0.220158,130.0,3162.0,3292.0,Thursday,2012-01,130,3162.0,3293.0,0.19000000000000003,0.1900375,0.4975,0.22015833333333334
385,2012-01-20,1,1,1,0,5,1,2,0.2175,0.220958,0.45,0.20275,115.0,3048.0,3163.0,Friday,2012-01,115,3048.0,3163.0,0.2175,0.22095833333333334,0.45,0.20274999999999999
386,2012-01-21,1,1,1,0,6,0,2,0.173333,0.174875,0.83125,0.222642,67.0,1234.0,1301.0,Saturday,2012-01,67,1234.0,1303.0,0.17333333333333334,0.174875,0.8312499999999999,0.22264166666666665
387,2012-01-22,1,1,1,0,0,0,2,0.1625,0.16225,0.79625,0.199638,196.0,1781.0,1977.0,Sunday,2012-01,196,1781.0,1977.0,0.1625,0.16224999999999998,0.79625,0.1996375
388,2012-01-23,1,1,1,0,1,1,2,0.218333,0.243058,0.91125,0.110708,145.0,2287.0,2432.0,Monday,2012-01,145,2287.0,2434.0,0.21833333333333335,0.24305833333333335,0.91125,0.11070833333333334
389,2012-01-24,1,1,1,0,2,1,1,0.3425,0.349108,0.835833,0.123767,439.0,3900.0,4339.0,Tuesday,2012-01,439,3900.0,4339.0,0.3425,0.34910833333333335,0.8358333333333333,0.12376666666666668
390,2012-01-25,1,1,1,0,3,1,1,0.294167,0.294821,0.64375,0.161071,467.0,3803.0,4270.0,Wednesday,2012-01,467,3803.0,4271.0,0.2941666666666667,0.2948208333333333,0.6437499999999999,0.16107083333333333
391,2012-01-26,1,1,1,0,4,1,2,0.341667,0.35605,0.769583,0.0733958,244.0,3831.0,4075.0,Thursday,2012-01,244,3831.0,4075.0,0.34166666666666673,0.35605,0.7695833333333333,0.07339583333333334
392,2012-01-27,1,1,1,0,5,1,2,0.425,0.415383,0.74125,0.342667,269.0,3187.0,3456.0,Friday,2012-01,269,3187.0,3456.0,0.425,0.4153833333333334,0.74125,0.3426666666666667
393,2012-01-28,1,1,1,0,6,0,1,0.315833,0.326379,0.543333,0.210829,775.0,3248.0,4023.0,Saturday,2012-01,775,3248.0,4023.0,0.31583333333333335,0.32637916666666666,0.5433333333333333,0.21082916666666665
394,2012-01-29,1,1,1,0,0,0,1,0.2825,0.272721,0.31125,0.24005,558.0,2685.0,3243.0,Sunday,2012-01,558,2685.0,3243.0,0.28250000000000003,0.27272083333333336,0.31125,0.24004999999999999
395,2012-01-30,1,1,1,0,1,1,1,0.269167,0.262625,0.400833,0.215792,126.0,3498.0,3624.0,Monday,2012-01,126,3498.0,3624.0,0.26916666666666667,0.262625,0.4008333333333333,0.2157916666666667
396,2012-01-31,1,1,1,0,2,1,1,0.39,0.381317,0.416667,0.261817,324.0,4185.0,4509.0,Tuesday,2012-01,324,4185.0,4510.0,0.38999999999999996,0.3813166666666667,0.4166666666666667,0.26181666666666664
397,2012-02-01,1,1,2,0,3,1,1,0.469167,0.466538,0.507917,0.189067,304.0,4275.0,4579.0,Wednesday,2012-02,304,4275.0,4580.0,0.4691666666666667,0.4665375,0.5079166666666667,0.1890666666666667
398,2012-02-02,1,1,2,0,4,1,2,0.399167,0.398971,0.672917,0.187187,190.0,3571.0,3761.0,Thursday,2012-02,190,3571.0,3762.0,0.39916666666666667,0.39897083333333333,0.6729166666666666,0.18718749999999998
399,2012-02-03,1,1,2,0,5,1,1,0.313333,0.309346,0.526667,0.178496,310.0,3841.0,4151.0,Friday,2012-02,310,3841.0,4151.0,0.31333333333333335,0.3093458333333333,0.5266666666666667,0.17849583333333333
400,2012-02-04,1,1,2,0,6,0,2,0.264167,0.272725,0.779583,0.121896,384.0,2448.0,2832.0,Saturday,2012-02,384,2448.0,2832.0,0.26416666666666666,0.272725,0.7795833333333334,0.12189583333333333
401,2012-02-05,1,1,2,0,0,0,2,0.265833,0.264521,0.687917,0.175996,318.0,2629.0,2947.0,Sunday,2012-02,318,2629.0,2947.0,0.2658333333333333,0.2645208333333333,0.6879166666666667,0.17599583333333335
402,2012-02-06,1,1,2,0,1,1,1,0.282609,0.296426,0.622174,0.1538,206.0,3578.0,3784.0,Monday,2012-02,206,3578.0,3784.0,0.2826086956521739,0.29642608695652173,0.6221739130434782,0.1538
403,2012-02-07,1,1,2,0,2,1,1,0.354167,0.361104,0.49625,0.147379,199.0,4176.0,4375.0,Tuesday,2012-02,199,4176.0,4375.0,0.3541666666666667,0.3611041666666666,0.49625,0.14737916666666667
404,2012-02-08,1,1,2,0,3,1,2,0.256667,0.266421,0.722917,0.133721,109.0,2693.0,2802.0,Wednesday,2012-02,109,2693.0,2805.0,0.25666666666666665,0.26642083333333333,0.7229166666666668,0.13372083333333332
405,2012-02-09,1,1,2,0,4,1,1,0.265,0.261988,0.562083,0.194037,163.0,3667.0,3830.0,Thursday,2012-02,163,3667.0,3831.0,0.265,0.2619875,0.5620833333333334,0.1940375
406,2012-02-10,1,1,2,0,5,1,2,0.280833,0.293558,0.54,0.116929,227.0,3604.0,3831.0,Friday,2012-02,227,3604.0,3831.0,0.2808333333333333,0.2935583333333333,0.54,0.11692916666666668
407,2012-02-11,1,1,2,0,6,0,3,0.224167,0.210867,0.73125,0.289796,192.0,1977.0,2169.0,Saturday,2012-02,192,1977.0,2169.0,0.22416666666666665,0.21086666666666667,0.7312500000000001,0.2897958333333333
408,2012-02-12,1,1,2,0,0,0,1,0.1275,0.101658,0.464583,0.409212,73.0,1456.0,1529.0,Sunday,2012-02,73,1456.0,1530.0,0.1275,0.10165833333333334,0.46458333333333335,0.4092125
409,2012-02-13,1,1,2,0,1,1,1,0.2225,0.227913,0.41125,0.167283,94.0,3328.0,3422.0,Monday,2012-02,94,3328.0,3423.0,0.2225,0.2279125,0.41125000000000006,0.16728333333333334
410,2012-02-14,1,1,2,0,2,1,2,0.319167,0.333946,0.50875,0.141179,135.0,3787.0,3922.0,Tuesday,2012-02,135,3787.0,3922.0,0.31916666666666665,0.33394583333333333,0.50875,0.14117916666666666
411,2012-02-15,1,1,2,0,3,1,1,0.348333,0.351629,0.53125,0.1816,141.0,4028.0,4169.0,Wednesday,2012-02,141,4028.0,4170.0,0.34833333333333333,0.35162916666666666,0.53125,0.1816
412,2012-02-16,1,1,2,0,4,1,2,0.316667,0.330162,0.752917,0.091425,74.0,2931.0,3005.0,Thursday,2012-02,74,2931.0,3006.0,0.31666666666666665,0.33016249999999997,0.7529166666666667,0.09142499999999999
413,2012-02-17,1,1,2,0,5,1,1,0.343333,0.351629,0.634583,0.205846,349.0,3805.0,4154.0,Friday,2012-02,349,3805.0,4156.0,0.3433333333333333,0.35162916666666666,0.6345833333333334,0.2058458333333333
414,2012-02-18,1,1,2,0,6,0,1,0.346667,0.355425,0.534583,0.190929,1435.0,2883.0,4318.0,Saturday,2012-02,1435,2883.0,4319.0,0.3466666666666667,0.35542500000000005,0.5345833333333333,0.19092916666666668
415,2012-02-19,1,1,2,0,0,0,2,0.28,0.265788,0.515833,0.253112,618.0,2071.0,2689.0,Sunday,2012-02,618,2071.0,2689.0,0.27999999999999997,0.2657875,0.5158333333333334,0.2531125
416,2012-02-20,1,1,2,1,1,0,1,0.28,0.273391,0.507826,0.229083,502.0,2627.0,3129.0,Monday,2012-02,502,2627.0,3129.0,0.28,0.2733913043478261,0.5078260869565218,0.2290826086956522
417,2012-02-21,1,1,2,0,2,1,1,0.287826,0.295113,0.594348,0.205717,163.0,3614.0,3777.0,Tuesday,2012-02,163,3614.0,3777.0,0.28782608695652173,0.29511304347826084,0.5943478260869565,0.2057173913043478
418,2012-02-22,1,1,2,0,3,1,1,0.395833,0.392667,0.567917,0.234471,394.0,4379.0,4773.0,Wednesday,2012-02,394,4379.0,4773.0,0.3958333333333333,0.39266666666666666,0.5679166666666666,0.23447083333333332
419,2012-02-23,1,1,2,0,4,1,1,0.454167,0.444446,0.554583,0.190913,516.0,4546.0,5062.0,Thursday,2012-02,516,4546.0,5063.0,0.45416666666666666,0.4444458333333334,0.5545833333333333,0.1909125
420,2012-02-24,1,1,2,0,5,1,2,0.4075,0.410971,0.7375,0.237567,246.0,3241.0,3487.0,Friday,2012-02,246,3241.0,3487.0,0.4075,0.41097083333333334,0.7374999999999999,0.23756666666666668
421,2012-02-25,1,1,2,0,6,0,1,0.290833,0.255675,0.395833,0.421642,317.0,2415.0,2732.0,Saturday,2012-02,317,2415.0,2732.0,0.29083333333333333,0.255675,0.3958333333333333,0.4216416666666667
422,2012-02-26,1,1,2,0,0,0,1,0.279167,0.268308,0.41,0.205229,515.0,2874.0,3389.0,Sunday,2012-02,515,2874.0,3389.0,0.2791666666666667,0.2683083333333333,0.41,0.20522916666666668
423,2012-02-27,1,1,2,0,1,1,1,0.366667,0.357954,0.490833,0.268033,253.0,4069.0,4322.0,Monday,2012-02,253,4069.0,4323.0,0.3666666666666667,0.35795416666666663,0.4908333333333333,0.26803333333333335
424,2012-02-28,1,1,2,0,2,1,1,0.359167,0.353525,0.395833,0.193417,229.0,4134.0,4363.0,Tuesday,2012-02,229,4134.0,4363.0,0.3591666666666667,0.35352500000000003,0.3958333333333333,0.19341666666666668
425,2012-02-29,1,1,2,0,3,1,2,0.344348,0.34847,0.804783,0.179117,65.0,1769.0,1834.0,Wednesday,2012-02,65,1769.0,1834.0,0.3443478260869565,0.34846956521739125,0.8047826086956522,0.1791173913043478
426,2012-03-01,1,1,3,0,4,1,1,0.485833,0.475371,0.615417,0.226987,325.0,4665.0,4990.0,Thursday,2012-03,325,4665.0,4990.0,0.48583333333333334,0.4753708333333333,0.6154166666666666,0.2269875
427,2012-03-02,1,1,3,0,5,1,2,0.353333,0.359842,0.657083,0.144904,246.0,2948.0,3194.0,Friday,2012-03,246,2948.0,3194.0,0.35333333333333333,0.35984166666666667,0.6570833333333334,0.14490416666666667
428,2012-03-03,1,1,3,0,6,0,2,0.414167,0.413492,0.62125,0.161079,956.0,3110.0,4066.0,Saturday,2012-03,956,3110.0,4066.0,0.4141666666666666,0.41349166666666665,0.62125,0.16107916666666666
429,2012-03-04,1,1,3,0,0,0,1,0.325833,0.303021,0.403333,0.334571,710.0,2713.0,3423.0,Sunday,2012-03,710,2713.0,3423.0,0.32583333333333336,0.30302083333333335,0.4033333333333333,0.3345708333333333
430,2012-03-05,1,1,3,0,1,1,1,0.243333,0.241171,0.50625,0.228858,203.0,3130.0,3333.0,Monday,2012-03,203,3130.0,3335.0,0.24333333333333332,0.24117083333333333,0.50625,0.2288583333333333
431,2012-03-06,1,1,3,0,2,1,1,0.258333,0.255042,0.456667,0.200875,221.0,3735.0,3956.0,Tuesday,2012-03,221,3735.0,3957.0,0.25833333333333336,0.25504166666666667,0.4566666666666667,0.200875
432,2012-03-07,1,1,3,0,3,1,1,0.404167,0.3851,0.513333,0.345779,432.0,4484.0,4916.0,Wednesday,2012-03,432,4484.0,4916.0,0.40416666666666673,0.3851,0.5133333333333333,0.3457791666666667
433,2012-03-08,1,1,3,0,4,1,1,0.5275,0.524604,0.5675,0.441563,486.0,4896.0,5382.0,Thursday,2012-03,486,4896.0,5382.0,0.5275,0.5246041666666666,0.5675,0.4415625
434,2012-03-09,1,1,3,0,5,1,2,0.410833,0.397083,0.407083,0.4148,447.0,4122.0,4569.0,Friday,2012-03,447,4122.0,4570.0,0.41083333333333333,0.3970833333333333,0.4070833333333333,0.4148
435,2012-03-10,1,1,3,0,6,0,1,0.2875,0.277767,0.350417,0.22575,968.0,3150.0,4118.0,Saturday,2012-03,968,3150.0,4118.0,0.28750000000000003,0.27776666666666666,0.35041666666666665,0.22575
436,2012-03-11,1,1,3,0,0,0,1,0.361739,0.35967,0.476957,0.222587,1658.0,3253.0,4911.0,Sunday,2012-03,1658,3253.0,4911.0,0.3617391304347826,0.3596695652173913,0.4769565217391304,0.22258695652173915
437,2012-03-12,1,1,3,0,1,1,1,0.466667,0.459592,0.489167,0.207713,838.0,4460.0,5298.0,Monday,2012-03,838,4460.0,5298.0,0.46666666666666673,0.4595916666666666,0.4891666666666667,0.2077125
438,2012-03-13,1,1,3,0,2,1,1,0.565,0.542929,0.6175,0.23695,762.0,5085.0,5847.0,Tuesday,2012-03,762,5085.0,5849.0,0.5650000000000001,0.5429291666666667,0.6175,0.23695
439,2012-03-14,1,1,3,0,3,1,1,0.5725,0.548617,0.507083,0.115062,997.0,5315.0,6312.0,Wednesday,2012-03,997,5315.0,6312.0,0.5725,0.5486166666666666,0.5070833333333333,0.1150625
440,2012-03-15,1,1,3,0,4,1,1,0.5575,0.532825,0.579583,0.149883,1005.0,5187.0,6192.0,Thursday,2012-03,1005,5187.0,6192.0,0.5575,0.532825,0.5795833333333333,0.14988333333333334
441,2012-03-16,1,1,3,0,5,1,2,0.435833,0.436229,0.842083,0.113192,548.0,3830.0,4378.0,Friday,2012-03,548,3830.0,4378.0,0.43583333333333335,0.43622916666666667,0.8420833333333334,0.11319166666666668
442,2012-03-17,1,1,3,0,6,0,2,0.514167,0.505046,0.755833,0.110704,2930.600000000005,4681.0,7836.0,Saturday,2012-03,2656,4681.0,7836.0,0.5141666666666667,0.5050458333333333,0.7558333333333334,0.11070416666666667
443,2012-03-18,1,1,3,0,0,0,2,0.4725,0.464,0.81,0.126883,2207.0,3685.0,5892.0,Sunday,2012-03,2207,3685.0,5892.0,0.4725,0.464,0.81,0.12688333333333332
444,2012-03-19,1,1,3,0,1,1,1,0.545,0.532821,0.72875,0.162317,982.0,5171.0,6153.0,Monday,2012-03,982,5171.0,6134.220000000001,0.545,0.5328208333333333,0.7287499999999999,0.16231666666666666
445,2012-03-20,1,1,3,0,2,1,1,0.560833,0.538533,0.807917,0.121271,1051.0,5042.0,6093.0,Tuesday,2012-03,1051,5042.0,6074.220000000001,0.5608333333333334,0.5385333333333333,0.8079166666666667,0.12127083333333333
446,2012-03-21,2,1,3,0,3,1,2,0.531667,0.513258,0.82125,0.0895583,1122.0,5108.0,6230.0,Wednesday,2012-03,1122,5108.0,6230.0,0.5316666666666666,0.5132583333333333,0.82125,0.08955833333333334
447,2012-03-22,2,1,3,0,4,1,1,0.554167,0.531567,0.83125,0.117562,1334.0,5537.0,6871.0,Thursday,2012-03,1334,5537.0,6824.440000000002,0.5541666666666667,0.5315666666666666,0.8312499999999999,0.1175625
448,2012-03-23,2,1,3,0,5,1,2,0.601667,0.570067,0.694167,0.1163,2469.0,5893.0,8163.700000000001,Friday,2012-03,2445,5893.0,8139.440000000002,0.6016666666666667,0.5700666666666666,0.6941666666666667,0.1163
449,2012-03-24,2,1,3,0,6,0,2,0.5025,0.486733,0.885417,0.192783,1033.0,2339.0,3372.0,Saturday,2012-03,1033,2339.0,3372.0,0.5025000000000001,0.4867333333333333,0.8854166666666666,0.19278333333333333
450,2012-03-25,2,1,3,0,0,0,2,0.4375,0.437488,0.880833,0.220775,1532.0,3464.0,4996.0,Sunday,2012-03,1532,3464.0,4996.0,0.4375,0.43748750000000003,0.8808333333333334,0.22077500000000003
451,2012-03-26,2,1,3,0,1,1,1,0.445833,0.43875,0.477917,0.386821,795.0,4763.0,5558.0,Monday,2012-03,795,4763.0,5559.0,0.4458333333333333,0.43875,0.4779166666666666,0.38682083333333334
452,2012-03-27,2,1,3,0,2,1,1,0.323333,0.315654,0.29,0.187192,531.0,4571.0,5102.0,Tuesday,2012-03,531,4571.0,5102.0,0.3233333333333333,0.3156541666666667,0.29,0.18719166666666667
453,2012-03-28,2,1,3,0,3,1,1,0.484167,0.47095,0.48125,0.291671,674.0,5024.0,5698.0,Wednesday,2012-03,674,5025.0,5699.0,0.4841666666666667,0.47095,0.48125,0.2916708333333333
454,2012-03-29,2,1,3,0,4,1,1,0.494167,0.482304,0.439167,0.31965,834.0,5299.0,6133.0,Thursday,2012-03,834,5299.0,6133.0,0.49416666666666664,0.4823041666666667,0.43916666666666665,0.31965
455,2012-03-30,2,1,3,0,5,1,2,0.37,0.375621,0.580833,0.138067,796.0,4663.0,5459.0,Friday,2012-03,796,4663.0,5459.0,0.37000000000000005,0.37562083333333335,0.5808333333333333,0.13806666666666667
456,2012-03-31,2,1,3,0,6,0,2,0.424167,0.421708,0.738333,0.250617,2301.0,3934.0,6235.0,Saturday,2012-03,2215,3934.0,6235.0,0.42416666666666664,0.42170833333333335,0.7383333333333333,0.25061666666666665
457,2012-04-01,2,1,4,0,0,0,2,0.425833,0.417287,0.67625,0.172267,2347.0,3694.0,6041.0,Sunday,2012-04,2249,3694.0,6041.0,0.42583333333333334,0.41728750000000003,0.67625,0.17226666666666668
458,2012-04-02,2,1,4,0,1,1,1,0.433913,0.427513,0.504348,0.312139,1208.0,4728.0,5936.0,Monday,2012-04,1208,4728.0,5936.0,0.4339130434782609,0.4275130434782609,0.5043478260869565,0.3121391304347826
459,2012-04-03,2,1,4,0,2,1,1,0.466667,0.461483,0.396667,0.100133,1348.0,5424.0,6772.0,Tuesday,2012-04,1348,5424.0,6755.220000000001,0.4666666666666666,0.4614833333333333,0.39666666666666667,0.10013333333333334
460,2012-04-04,2,1,4,0,3,1,1,0.541667,0.53345,0.469583,0.180975,1058.0,5378.0,6436.0,Wednesday,2012-04,1058,5378.0,6437.0,0.5416666666666666,0.53345,0.4695833333333333,0.180975
461,2012-04-05,2,1,4,0,4,1,1,0.435,0.431163,0.374167,0.219529,1192.0,5265.0,6457.0,Thursday,2012-04,1192,5265.0,6418.220000000001,0.435,0.43116250000000006,0.3741666666666667,0.21952916666666666
462,2012-04-06,2,1,4,0,5,1,1,0.403333,0.390767,0.377083,0.300388,1807.0,4653.0,6460.0,Friday,2012-04,1807,4653.0,6460.0,0.4033333333333333,0.39076666666666665,0.3770833333333334,0.3003875
463,2012-04-07,2,1,4,0,6,0,1,0.4375,0.426129,0.254167,0.274871,2930.600000000005,3605.0,6857.0,Saturday,2012-04,2706,3605.0,6857.0,0.4375,0.42612916666666667,0.2541666666666667,0.27487083333333334
464,2012-04-08,2,1,4,0,0,0,1,0.5,0.492425,0.275833,0.232596,2230.0,2939.0,5169.0,Sunday,2012-04,2196,2939.0,5169.0,0.5,0.49242499999999995,0.2758333333333333,0.23259583333333333
465,2012-04-09,2,1,4,0,1,1,1,0.489167,0.476638,0.3175,0.358196,905.0,4680.0,5585.0,Monday,2012-04,905,4680.0,5585.0,0.4891666666666667,0.4766375,0.3175,0.3581958333333333
466,2012-04-10,2,1,4,0,2,1,1,0.446667,0.436233,0.435,0.249375,819.0,5099.0,5918.0,Tuesday,2012-04,819,5099.0,5918.0,0.4466666666666667,0.4362333333333333,0.435,0.249375
467,2012-04-11,2,1,4,0,3,1,1,0.348696,0.337274,0.469565,0.295274,482.0,4380.0,4862.0,Wednesday,2012-04,482,4380.0,4862.0,0.348695652173913,0.33727391304347826,0.46956521739130436,0.2952739130434782
468,2012-04-12,2,1,4,0,4,1,1,0.3975,0.387604,0.46625,0.290429,663.0,4746.0,5409.0,Thursday,2012-04,663,4746.0,5410.0,0.39749999999999996,0.3876041666666667,0.46625,0.2904291666666667
469,2012-04-13,2,1,4,0,5,1,1,0.4425,0.431808,0.408333,0.155471,1252.0,5146.0,6398.0,Friday,2012-04,1252,5146.0,6398.0,0.44250000000000006,0.43180833333333335,0.4083333333333334,0.15547083333333334
470,2012-04-14,2,1,4,0,6,0,1,0.495,0.487996,0.502917,0.190917,2795.0,4665.0,7460.0,Saturday,2012-04,2550,4665.0,7460.0,0.49500000000000005,0.48799583333333335,0.5029166666666667,0.19091666666666665
471,2012-04-15,2,1,4,0,0,0,1,0.606667,0.573875,0.507917,0.225129,2846.0,4286.0,7132.0,Sunday,2012-04,2617,4286.0,7132.0,0.6066666666666667,0.573875,0.5079166666666667,0.22512916666666669
472,2012-04-16,2,1,4,1,1,0,1,0.664167,0.614925,0.561667,0.284829,1198.0,5172.0,6370.0,Monday,2012-04,1198,5172.0,6370.0,0.6641666666666667,0.6149249999999999,0.5616666666666666,0.28482916666666663
473,2012-04-17,2,1,4,0,2,1,1,0.608333,0.598487,0.390417,0.273629,989.0,5702.0,6691.0,Tuesday,2012-04,989,5702.0,6691.0,0.6083333333333333,0.5984875,0.39041666666666663,0.27362916666666665
474,2012-04-18,2,1,4,0,3,1,2,0.463333,0.457038,0.569167,0.167912,347.0,4020.0,4367.0,Wednesday,2012-04,347,4020.0,4367.0,0.4633333333333333,0.4570375,0.5691666666666667,0.1679125
475,2012-04-19,2,1,4,0,4,1,1,0.498333,0.493046,0.6125,0.0659292,846.0,5719.0,6565.0,Thursday,2012-04,846,5719.0,6565.0,0.49833333333333335,0.49304583333333335,0.6124999999999999,0.06592916666666666
476,2012-04-20,2,1,4,0,5,1,1,0.526667,0.515775,0.694583,0.149871,1340.0,5950.0,7290.0,Friday,2012-04,1340,5950.0,7253.220000000001,0.5266666666666667,0.515775,0.6945833333333334,0.14987083333333334
477,2012-04-21,2,1,4,0,6,0,1,0.57,0.542921,0.682917,0.283587,2541.0,4083.0,6624.0,Saturday,2012-04,2337,4083.0,6625.0,0.57,0.5429208333333333,0.6829166666666667,0.2835875
478,2012-04-22,2,1,4,0,0,0,3,0.396667,0.389504,0.835417,0.344546,120.0,907.0,1027.0,Sunday,2012-04,120,907.0,1027.0,0.39666666666666667,0.3895041666666667,0.8354166666666667,0.34454583333333333
479,2012-04-23,2,1,4,0,1,1,2,0.321667,0.301125,0.766667,0.303496,195.0,3019.0,3214.0,Monday,2012-04,195,3019.0,3215.0,0.32166666666666666,0.301125,0.7666666666666666,0.30349583333333335
480,2012-04-24,2,1,4,0,2,1,1,0.413333,0.405283,0.454167,0.249383,518.0,5115.0,5633.0,Tuesday,2012-04,518,5115.0,5633.0,0.41333333333333333,0.4052833333333334,0.45416666666666666,0.24938333333333332
481,2012-04-25,2,1,4,0,3,1,1,0.476667,0.470317,0.427917,0.118792,655.0,5541.0,6196.0,Wednesday,2012-04,655,5541.0,6196.0,0.4766666666666666,0.47031666666666666,0.42791666666666667,0.11879166666666667
482,2012-04-26,2,1,4,0,4,1,2,0.498333,0.483583,0.756667,0.176625,475.0,4551.0,5026.0,Thursday,2012-04,475,4551.0,5026.0,0.49833333333333335,0.4835833333333333,0.7566666666666667,0.176625
483,2012-04-27,2,1,4,0,5,1,1,0.4575,0.452637,0.400833,0.347633,1014.0,5219.0,6233.0,Friday,2012-04,1014,5219.0,6233.0,0.4575,0.4526375,0.4008333333333333,0.3476333333333333
484,2012-04-28,2,1,4,0,6,0,2,0.376667,0.377504,0.489583,0.129975,1120.0,3100.0,4220.0,Saturday,2012-04,1120,3100.0,4220.0,0.3766666666666667,0.3775041666666667,0.4895833333333333,0.129975
485,2012-04-29,2,1,4,0,0,0,1,0.458333,0.450121,0.587083,0.116908,2229.0,4075.0,6304.0,Sunday,2012-04,2149,4075.0,6304.0,0.4583333333333333,0.4501208333333333,0.5870833333333333,0.11690833333333334
486,2012-04-30,2,1,4,0,1,1,2,0.464167,0.457696,0.57,0.171638,665.0,4907.0,5572.0,Monday,2012-04,665,4907.0,5572.0,0.46416666666666667,0.45769583333333336,0.57,0.1716375
487,2012-05-01,2,1,5,0,2,1,2,0.613333,0.577021,0.659583,0.156096,653.0,5087.0,5740.0,Tuesday,2012-05,653,5087.0,5740.0,0.6133333333333334,0.5770208333333333,0.6595833333333333,0.15609583333333332
488,2012-05-02,2,1,5,0,3,1,1,0.564167,0.537896,0.797083,0.138058,667.0,5502.0,6169.0,Wednesday,2012-05,667,5431.220000000001,6138.220000000001,0.5641666666666667,0.5378958333333334,0.7970833333333333,0.1380583333333333
489,2012-05-03,2,1,5,0,4,1,2,0.56,0.537242,0.768333,0.133696,764.0,5657.0,6421.0,Thursday,2012-05,764,5657.0,6421.0,0.5599999999999999,0.5372416666666667,0.7683333333333334,0.13369583333333332
490,2012-05-04,2,1,5,0,5,1,1,0.6275,0.590917,0.735417,0.162938,1069.0,5227.0,6296.0,Friday,2012-05,1069,5227.0,6296.0,0.6275000000000001,0.5909166666666666,0.7354166666666666,0.1629375
491,2012-05-05,2,1,5,0,6,0,2,0.621667,0.584608,0.756667,0.152992,2496.0,4387.0,6883.0,Saturday,2012-05,2495,4387.0,6883.0,0.6216666666666667,0.5846083333333333,0.7566666666666667,0.15299166666666666
492,2012-05-06,2,1,5,0,0,0,2,0.5625,0.546737,0.74,0.149879,2135.0,4224.0,6359.0,Sunday,2012-05,2135,4224.0,6359.0,0.5625,0.5467375,0.7399999999999999,0.14987916666666667
493,2012-05-07,2,1,5,0,1,1,2,0.5375,0.527142,0.664167,0.230721,1008.0,5265.0,6273.0,Monday,2012-05,1008,5265.0,6273.0,0.5375,0.5271416666666667,0.6641666666666667,0.23072083333333335
494,2012-05-08,2,1,5,0,2,1,2,0.581667,0.557471,0.685833,0.296029,738.0,4990.0,5728.0,Tuesday,2012-05,738,4990.0,5728.0,0.5816666666666667,0.5574708333333332,0.6858333333333334,0.2960291666666667
